r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
484.48,287832129,113.894128,-69.657724,60,36,b'073534.61-693927.7',57032.4853,0,0,6,0,1,0.978,,,,,,,,,17.964,0.031,17.781,0.116,17.283,0.041,17.541,0.086,16.68,0.066,16.843,0.064,16.451,0.006,16.569,0.143,60.0,
484.56,287831405,114.385464,-69.650275,102,252,b'073732.50-693901.0',57031.9827,0,0,4,0,1,0.934,,,,,,,,,18.436,0.032,18.646,0.139,,,,,17.394,0.027,17.378,0.094,17.325,0.104,17.724,0.635,60.0,
484.62,287831803,114.103038,-69.415968,16,36,b'073624.70-692457.6',57032.4849,0,0,9,1,1,0.983,18.286,0.034,18.784,0.181,17.919,0.042,18.183,0.233,16.192,0.004,16.224,0.028,15.647,0.026,15.711,0.02,15.211,0.025,15.253,0.026,15.035,0.039,15.092,0.075,60.0,
484.86,287831413,114.322815,-69.666413,13,36,b'073717.47-693959.0',57030.4748,0,0,1,0,1,0.724,,,,,,,,,,,,,,,,,17.912,0.024,18.111,0.156,,,,,60.0,
485.13,287831434,114.415803,-69.63982,13,36,b'073739.79-693823.3',57030.473,0,6,1,0,1,0.378,17.788,0.106,18.567,0.302,,,,,,,,,,,,,,,,,,,,,13.2,287831435.0
485.29,287831300,114.50516,-69.577181,30,36,b'073801.24-693437.8',57030.4746,0,0,4,0,1,0.985,,,,,,,,,16.868,0.022,17.076,0.067,15.913,0.009,15.888,0.031,14.992,0.007,15.013,0.015,14.656,0.006,14.721,0.014,9.2,287831299.0
485.34,287832127,113.904906,-69.660756,56,171,b'073537.20-693938.7',57032.8875,2,0,5,0,1,0.985,,,,,,,,,,,,,18.031,0.066,17.699,0.122,17.084,0.024,17.209,0.077,16.479,0.009,16.631,0.125,60.0,
485.53,287831430,114.454158,-69.622122,96,59,b'073748.97-693719.5',57032.4853,0,0,6,0,1,0.947,,,,,,,,,17.875,0.018,18.119,0.173,17.481,0.007,17.457,0.084,17.143,0.039,17.204,0.131,17.029,0.078,17.195,0.398,60.0,
487.39,287832344,113.741965,-69.56651,19,36,b'073458.07-693359.4',57030.4746,0,0,4,0,1,0.981,,,,,,,,,17.361,0.018,17.521,0.09,16.555,0.02,16.645,0.047,15.921,0.004,15.987,0.03,15.637,0.004,15.688,0.026,14.5,287832345.0
487.41,287831431,114.44375,-69.628523,13,36,b'073746.50-693742.6',57030.4751,0,0,1,0,1,0.487,,,,,,,,,,,,,,,,,,,,,18.532,0.043,18.441,0.314,60.0,
487.47,287832134,113.862539,-69.649566,139,36,b'073527.04-693858.4',57031.681,0,0,5,0,1,0.89,,,,,,,,,18.376,0.031,18.435,0.227,18.126,0.022,18.365,0.185,17.505,0.035,17.768,0.366,17.442,0.021,17.693,0.162,13.2,287832135.0
487.47,287831412,114.334625,-69.664748,72,81,b'073720.30-693953.1',57030.4746,0,0,4,0,1,0.821,,,,,,,,,18.149,0.015,18.288,0.213,17.903,0.015,17.932,0.157,17.642,0.043,17.665,0.093,17.699,0.018,17.812,0.168,60.0,
489.21,287831876,114.179919,-69.684954,116,66,b'073643.19-694105.7',57031.9827,0,0,4,0,1,0.94,,,,,,,,,,,,,17.995,0.021,18.006,0.162,17.319,0.074,17.579,0.39,17.0,0.019,17.143,0.095,60.0,
489.24,287831433,114.426841,-69.637078,25,36,b'073742.44-693813.4',57033.2158,0,4,11,1,1,0.987,14.723,0.004,14.751,0.02,14.334,0.008,14.334,0.018,13.504,0.003,13.521,0.005,13.249,0.004,13.259,0.026,13.069,0.006,13.086,0.041,13.066,0.002,13.105,0.058,60.0,
490.13,287831299,114.510117,-69.575302,51,36,b'073802.42-693431.0',57030.475,0,0,2,0,1,0.853,,,,,,,,,,,,,,,,,17.68,0.016,17.979,0.19,17.533,0.021,17.808,0.16,9.2,287831300.0
490.21,287832132,113.87382,-69.654086,75,148,b'073529.71-693914.6',57030.475,0,0,2,0,1,0.478,,,,,,,,,,,,,,,,,18.65,0.045,18.502,0.337,18.502,0.068,18.749,0.336,12.6,287832131.0
490.78,287832295,113.795223,-69.47879,308,449,b'073510.83-692843.4',57036.5063,0,0,3,0,1,0.355,,,,,,,,,,,,,17.823,0.105,18.466,0.167,17.395,0.061,18.395,0.143,17.29,0.043,17.563,0.158,60.0,
491.44,287831560,114.504432,-69.515659,33,36,b'073801.06-693056.3',57033.2158,0,0,11,1,1,0.986,16.847,0.056,16.706,0.255,16.484,0.049,16.54,0.897,15.299,0.003,15.328,0.016,14.913,0.003,14.951,0.011,14.642,0.021,14.666,0.011,14.589,0.029,14.606,0.022,60.0,
492.1,287832283,113.907509,-69.437266,79,67,b'073537.80-692614.1',57036.5063,0,0,3,0,1,0.363,,,,,,,,,,,,,17.072,0.047,17.233,0.172,16.896,0.008,17.02,0.171,17.012,0.02,17.079,0.143,60.0,
493.48,287832351,113.734569,-69.547961,13,36,b'073456.29-693252.6',57030.4751,0,0,1,0,1,0.499,,,,,,,,,,,,,,,,,,,,,18.23,0.023,18.435,0.168,60.0,
494.24,287832282,113.928347,-69.43195,73,258,b'073542.80-692555.0',57036.5063,2,0,3,0,1,0.477,,,,,,,,,,,,,17.279,0.033,17.422,0.161,16.801,0.021,17.098,0.164,17.057,0.022,17.47,0.204,60.0,
494.49,287831420,114.486082,-69.606484,20,42,b'073756.67-693623.4',57032.4849,0,0,9,1,1,0.985,17.595,0.018,17.563,0.176,17.075,0.039,17.053,0.185,16.165,0.005,16.148,0.032,15.91,0.005,16.019,0.093,15.587,0.009,15.621,0.026,15.537,0.01,15.562,0.028,60.0,
494.6,287831415,114.317702,-69.670549,23,36,b'073716.24-694013.9',57030.4746,0,0,4,0,1,0.983,,,,,,,,,17.033,0.029,17.213,0.059,16.059,0.003,16.121,0.03,15.141,0.003,15.203,0.017,14.801,0.003,14.866,0.015,60.0,
495.6,287831298,114.506636,-69.587392,41,97,b'073801.58-693514.6',57030.4748,0,0,3,0,1,0.887,,,,,,,,,,,,,18.287,0.023,18.242,0.169,17.358,0.012,17.407,0.098,16.924,0.017,17.051,0.094,60.0,
496.78,287832136,113.847337,-69.64805,33,36,b'073523.35-693852.9',57030.4745,0,0,3,0,1,0.736,,,,,,,,,18.509,0.027,18.597,0.193,17.998,0.024,18.129,0.125,17.547,0.055,17.293,0.096,,,,,10.6,287832135.0
497.79,287832333,113.744056,-69.58589,38,36,b'073458.58-693509.2',57030.4746,0,0,4,0,1,0.984,,,,,,,,,17.601,0.025,17.681,0.101,16.647,0.006,16.707,0.048,15.722,0.004,15.767,0.026,15.351,0.008,15.396,0.023,60.0,
497.86,287831824,114.057517,-69.41418,39,36,b'073613.81-692451.0',57036.5059,0,0,4,0,1,0.905,17.043,0.068,17.355,0.14,,,,,,,,,15.774,0.003,15.783,0.05,15.49,0.022,15.459,0.045,15.435,0.006,15.323,0.053,60.0,
497.98,287832149,113.795283,-69.626245,57,300,b'073510.84-693734.1',57032.4855,0,0,3,0,1,0.878,,,,,,,,,,,,,,,,,17.611,0.035,17.89,0.144,16.966,0.02,16.948,0.07,60.0,
498.33,287832135,113.852432,-69.650394,33,36,b'073524.58-693901.4',57030.475,0,0,2,0,1,0.82,,,,,,,,,,,,,,,,,18.12,0.035,18.205,0.146,17.398,0.027,17.529,0.133,10.6,287832136.0
498.75,287832331,113.749553,-69.593378,20,36,b'073459.89-693536.1',57033.2158,0,0,11,1,1,0.987,17.17,0.051,17.343,0.422,16.676,0.019,17.033,0.25,14.69,0.003,14.701,0.011,14.035,0.021,14.041,0.014,13.51,0.02,13.515,0.057,13.272,0.004,13.317,0.05,60.0,
498.9,287831802,114.129751,-69.411746,13,36,b'073631.14-692442.2',57030.4751,0,0,1,0,1,0.408,,,,,,,,,,,,,,,,,,,,,18.233,0.037,18.323,0.249,60.0,
499.68,287831297,114.518933,-69.573077,162,36,b'073804.53-693423.0',57030.4747,0,0,3,0,1,0.648,,,,,,,,,18.32,0.026,18.569,0.16,,,,,17.818,0.018,17.899,0.179,17.967,0.031,18.102,0.225,13.6,287831299.0
500.19,287832345,113.731252,-69.565033,59,58,b'073455.50-693354.1',57030.4746,0,0,4,0,1,0.895,,,,,,,,,18.047,0.024,18.25,0.18,17.66,0.019,17.724,0.116,17.482,0.022,17.65,0.129,17.293,0.019,17.276,0.1,14.5,287832344.0
501.0,287831563,114.465258,-69.477261,37,36,b'073751.66-692838.1',57036.5058,0,0,5,0,1,0.983,15.546,0.007,15.512,0.049,15.045,0.016,15.065,0.057,,,,,13.122,0.003,13.094,0.006,12.877,0.003,12.802,0.006,12.784,0.003,12.71,0.006,60.0,
501.61,287831314,114.521134,-69.529884,49,109,b'073805.06-693147.7',57032.4853,2,0,6,0,1,0.974,,,,,,,,,18.401,0.015,18.35,0.187,17.646,0.025,17.786,0.127,16.725,0.038,16.758,0.155,16.359,0.04,16.587,0.052,60.0,
501.66,287831827,113.997774,-69.418518,61,59,b'073559.42-692506.4',57032.7363,0,0,8,0,1,0.98,18.293,0.065,18.209,0.184,,,,,17.033,0.011,17.14,0.063,16.658,0.015,16.717,0.133,16.362,0.045,16.438,0.053,16.293,0.025,16.389,0.059,60.0,
501.84,287832328,113.774199,-69.615898,54,36,b'073505.80-693657.2',57030.4746,0,0,3,0,1,0.699,,,,,,,,,18.96,0.043,18.929,0.25,18.247,0.017,18.312,0.164,,,,,17.536,0.03,17.515,0.164,60.0,
502.18,287832286,113.852242,-69.449273,13,36,b'073524.53-692657.3',57036.5065,0,0,2,0,1,0.486,,,,,,,,,,,,,,,,,16.648,0.013,16.61,0.122,16.024,0.015,16.253,0.159,60.0,
502.26,287832131,113.869714,-69.657261,13,36,b'073528.73-693926.1',57030.4751,0,0,1,0,1,0.36,,,,,,,,,,,,,,,,,,,,,18.274,0.059,18.172,0.203,12.6,287832132.0
504.87,287831871,114.252618,-69.683547,38,36,b'073700.62-694100.7',57030.475,0,0,2,0,1,0.566,,,,,,,,,,,,,,,,,18.052,0.006,18.035,0.169,17.717,0.02,17.802,0.156,10.8,287831872.0
505.19,287831574,114.432007,-69.459357,48,36,b'073743.66-692733.6',57036.5058,0,0,5,0,1,0.982,15.844,0.008,15.938,0.077,15.457,0.022,15.675,0.089,,,,,14.233,0.004,14.21,0.014,14.041,0.005,13.962,0.014,14.042,0.003,14.031,0.014,60.0,
505.45,287831416,114.302645,-69.676667,13,36,b'073712.63-694036.0',57030.4751,0,0,1,0,1,0.48,,,,,,,,,,,,,,,,,,,,,18.128,0.074,17.774,0.175,60.0,
505.69,287831558,114.512348,-69.510885,481,157,b'073802.89-693039.0',57032.4855,2,0,3,0,1,0.561,,,,,,,,,,,,,,,,,18.137,0.053,18.175,0.159,17.487,0.032,17.802,0.576,60.0,
506.7,287831313,114.528985,-69.542521,13,36,b'073806.95-693233.0',57030.4751,0,0,1,0,1,0.533,,,,,,,,,,,,,,,,,,,,,18.326,0.021,18.222,0.243,60.0,
506.81,287831559,114.508305,-69.505404,14,36,b'073801.99-693019.4',57030.475,0,0,2,0,1,0.598,,,,,,,,,,,,,,,,,18.346,0.037,18.554,0.18,17.827,0.049,18.109,0.186,60.0,
507.71,287831875,114.198437,-69.689134,42,36,b'073647.65-694120.8',57032.7363,0,9,8,0,1,0.981,18.214,0.053,18.723,0.41,,,,,16.842,0.004,16.889,0.056,16.421,0.017,16.378,0.038,16.15,0.021,16.18,0.06,15.993,0.025,16.063,0.044,60.0,
508.95,287832111,113.909519,-69.669719,22,36,b'073538.28-694010.9',57033.2158,0,0,11,1,1,0.987,16.136,0.063,16.333,0.07,15.674,0.006,15.63,0.048,14.845,0.003,14.869,0.012,14.523,0.003,14.567,0.017,14.283,0.016,14.316,0.031,14.251,0.002,14.295,0.015,60.0,
509.97,287831872,114.24658,-69.685705,12,36,b'073659.17-694108.5',57030.4751,0,0,1,0,1,0.493,,,,,,,,,,,,,,,,,,,,,18.15,0.083,18.45,0.172,10.8,287831871.0
511.34,287832346,113.720561,-69.556054,36,36,b'073452.93-693321.7',57030.4746,0,0,4,0,1,0.973,,,,,,,,,17.291,0.025,17.169,0.069,17.037,0.015,16.972,0.068,16.7,0.009,16.817,0.064,16.577,0.005,16.599,0.063,60.0,
511.59,287831986,113.96519,-69.680806,72,41,b'073551.64-694050.8',57030.475,0,0,2,0,1,0.627,,,,,,,,,,,,,,,,,18.301,0.039,18.034,0.213,18.28,0.072,18.43,0.197,60.0,
513.0,287831296,114.528085,-69.576335,13,36,b'073806.74-693434.8',57030.4748,0,0,1,0,1,0.374,,,,,,,,,,,,,,,,,18.9,0.061,18.971,0.285,,,,,60.0,
513.34,287832350,113.724341,-69.527154,110,192,b'073453.84-693137.7',57030.475,0,0,2,0,1,0.496,,,,,,,,,,,,,,,,,18.595,0.107,18.185,0.216,18.262,0.094,18.443,0.235,60.0,
514.26,287832133,113.853912,-69.656906,49,62,b'073524.95-693924.7',57033.0597,0,0,7,0,1,0.948,,,,,,,,,17.96,0.016,17.733,0.134,17.458,0.043,17.633,0.436,17.01,0.059,17.02,0.169,16.917,0.013,16.952,0.081,60.0,
514.77,287832144,113.831482,-69.649562,38,36,b'073519.53-693858.3',57033.0597,0,0,7,0,1,0.945,,,,,,,,,16.782,0.028,16.614,0.059,16.334,0.04,16.306,0.059,15.87,0.03,15.7,0.05,15.892,0.041,15.892,0.113,60.0,
515.23,287831404,114.413859,-69.652672,82,43,b'073739.31-693909.6',57030.475,0,0,2,0,1,0.484,,,,,,,,,,,,,,,,,18.818,0.027,18.982,0.361,18.042,0.064,17.748,0.182,60.0,
515.59,287831877,114.17373,-69.692609,77,65,b'073641.69-694133.3',57030.4746,0,0,4,0,1,0.489,,,,,,,,,18.657,0.057,18.299,0.181,18.493,0.029,18.375,0.225,17.927,0.06,17.687,0.127,18.435,0.068,18.714,0.322,60.0,
515.74,287831641,114.312499,-69.422691,85,69,b'073715.00-692521.7',57030.4748,0,0,3,0,1,0.51,,,,,,,,,,,,,18.646,0.027,18.584,0.245,18.13,0.011,17.97,0.183,17.898,0.04,18.035,0.223,12.0,287831640.0
516.37,287831419,114.497155,-69.612629,61,50,b'073759.32-693645.4',57030.475,0,0,2,0,1,0.673,,,,,,,,,,,,,,,,,18.334,0.01,18.319,0.192,17.683,0.027,17.745,0.171,60.0,
516.9,287832353,113.716218,-69.544849,52,36,b'073451.89-693241.4',57030.475,0,0,2,0,1,0.49,,,,,,,,,,,,,,,,,18.655,0.092,18.466,0.226,18.094,0.11,17.464,0.197,11.5,287832352.0
517.04,287832284,113.90768,-69.428953,28,36,b'073537.84-692544.2',57036.5063,0,0,3,0,1,0.882,,,,,,,,,,,,,16.018,0.008,16.001,0.06,15.504,0.003,15.423,0.049,15.358,0.003,15.209,0.051,60.0,
517.35,287831309,114.538147,-69.550383,13,36,b'073809.15-693301.3',57030.473,0,5,1,0,1,0.364,18.129,0.06,18.673,0.228,,,,,,,,,,,,,,,,,,,,,60.0,
517.75,287831828,113.979118,-69.416146,25,36,b'073554.98-692458.1',57033.2158,0,0,11,1,1,0.999,15.039,0.023,15.042,0.025,14.653,0.008,14.678,0.046,13.445,0.003,13.468,0.005,13.125,0.003,13.125,0.044,12.87,0.012,12.885,0.046,12.832,0.002,12.857,0.06,13.6,287831830.0
517.91,287832332,113.738144,-69.598246,99,36,b'073457.15-693553.6',57030.475,0,0,2,0,1,0.561,,,,,,,,,,,,,,,,,18.419,0.059,18.704,0.193,17.988,0.02,18.091,0.183,60.0,
518.06,287831422,114.486822,-69.620622,72,53,b'073756.82-693714.1',57032.7363,0,0,8,0,1,0.972,18.08,0.068,18.312,0.211,,,,,17.279,0.032,17.469,0.085,16.983,0.039,17.128,0.073,16.772,0.004,16.838,0.076,16.8,0.016,17.06,0.078,60.0,
518.18,287832352,113.71568,-69.541652,13,36,b'073451.76-693229.9',57030.4748,0,0,1,0,1,0.56,,,,,,,,,,,,,,,,,17.771,0.051,17.599,0.131,,,,,11.5,287832353.0
518.47,287832300,113.763315,-69.482799,203,212,b'073503.20-692858.0',57036.5063,0,0,3,0,1,0.479,,,,,,,,,,,,,16.977,0.018,16.932,0.147,16.69,0.01,16.625,0.132,16.676,0.035,16.482,0.103,60.0,
520.4,287831640,114.321977,-69.422969,19,168,b'073717.27-692522.7',57030.4746,0,0,2,0,1,0.503,,,,,,,,,,,,,18.658,0.05,19.004,0.217,18.248,0.033,18.419,0.216,,,,,12.0,287831641.0
521.41,287831831,113.942638,-69.420668,57,38,b'073546.24-692514.4',57033.0597,0,0,7,0,1,0.98,,,,,,,,,16.97,0.008,17.009,0.056,16.591,0.008,16.66,0.044,16.28,0.012,16.346,0.035,16.152,0.022,16.193,0.111,60.0,
521.5,287831776,114.221257,-69.409296,84,36,b'073653.10-692433.4',57030.4748,0,0,3,0,1,0.689,,,,,,,,,,,,,18.689,0.026,18.879,0.206,18.017,0.021,18.227,0.2,17.87,0.014,17.887,0.177,60.0,
525.48,287832112,113.908942,-69.675003,13,36,b'073538.14-694030.0',57030.4748,0,0,1,0,1,0.457,,,,,,,,,,,,,,,,,18.824,0.052,18.644,0.247,,,,,60.0,
527.52,287832304,113.813591,-69.453164,45,99,b'073515.26-692711.4',57036.5063,0,0,3,0,1,0.572,,,,,,,,,,,,,16.441,0.02,16.158,0.073,16.288,0.031,16.543,0.092,16.01,0.012,15.854,0.071,10.2,287832305.0
527.61,287831830,113.969275,-69.414568,164,140,b'073552.64-692452.3',57033.4906,1,0,4,0,1,0.873,,,,,,,,,,,,,18.148,0.048,18.509,0.147,17.282,0.032,17.377,0.088,17.239,0.031,17.562,0.218,12.9,287831834.0
527.71,287831557,114.525991,-69.505633,161,84,b'073806.25-693020.3',57031.9827,0,0,4,0,1,0.912,,,,,,,,,18.412,0.064,18.499,0.148,,,,,17.349,0.006,17.382,0.095,17.209,0.041,17.507,0.126,60.0,
527.77,287832148,113.795438,-69.640565,15,36,b'073510.91-693826.0',57033.2158,0,0,11,1,1,0.986,14.971,0.009,14.945,0.019,14.565,0.011,14.545,0.02,13.612,0.003,13.633,0.005,13.256,0.022,13.269,0.029,12.961,0.002,12.964,0.032,12.874,0.008,12.899,0.048,60.0,
528.66,287831295,114.539528,-69.578642,25,36,b'073809.49-693443.0',57030.4742,0,0,6,1,1,0.985,17.338,0.019,17.382,0.147,17.005,0.038,16.959,0.22,15.863,0.004,15.898,0.024,15.523,0.004,15.579,0.021,15.242,0.003,15.291,0.018,15.148,0.003,15.205,0.02,60.0,
530.43,287831985,113.977755,-69.688217,12,36,b'073554.66-694117.5',57030.4748,0,0,1,0,1,0.512,,,,,,,,,,,,,,,,,18.341,0.037,18.429,0.14,,,,,60.0,
530.92,287831648,114.266344,-69.411191,78,141,b'073703.93-692440.5',57033.0597,2,0,7,0,1,0.969,,,,,,,,,18.015,0.038,17.974,0.108,17.263,0.092,17.754,0.289,16.985,0.021,17.24,0.114,16.71,0.011,16.914,0.238,60.0,
530.96,287831406,114.387039,-69.666657,19,36,b'073732.89-693959.9',57032.7363,0,0,8,0,1,0.982,17.62,0.034,18.178,0.337,,,,,16.179,0.007,16.202,0.037,15.8,0.019,15.852,0.023,15.424,0.011,15.477,0.019,15.322,0.009,15.371,0.031,60.0,
531.17,287831919,114.093445,-69.697415,55,148,b'073622.44-694150.6',57032.4853,0,0,6,0,1,0.911,,,,,,,,,18.28,0.015,18.344,0.188,17.911,0.026,18.065,0.101,17.424,0.065,17.591,0.472,17.303,0.048,17.509,0.494,60.0,
531.73,287832329,113.761421,-69.624983,22,36,b'073502.74-693729.9',57033.0597,0,0,7,0,1,0.982,,,,,,,,,18.057,0.019,18.014,0.19,17.275,0.011,17.4,0.222,15.972,0.056,16.031,0.108,15.51,0.003,15.603,0.024,60.0,
531.81,287832354,113.704365,-69.544769,27,36,b'073449.04-693241.1',57030.4746,0,0,4,0,1,0.937,,,,,,,,,17.876,0.031,17.679,0.105,17.486,0.018,17.618,0.108,17.233,0.01,17.207,0.089,17.035,0.013,17.212,0.106,14.9,287832353.0
532.16,287832299,113.724727,-69.504802,24,36,b'073453.94-693017.2',57033.0597,0,0,7,0,1,0.982,,,,,,,,,16.824,0.007,16.775,0.061,16.27,0.038,16.253,0.085,15.846,0.008,15.861,0.028,15.707,0.036,15.711,0.025,60.0,
532.73,287831800,114.12772,-69.402344,27,36,b'073630.66-692408.5',57033.0597,3,0,7,0,1,0.981,,,,,,,,,17.22,0.005,17.254,0.066,16.714,0.004,16.75,0.049,16.178,0.037,16.111,0.229,15.958,0.031,15.963,0.084,8.5,287831801.0
532.84,287831804,114.108644,-69.402451,170,207,b'073626.03-692408.9',57032.4855,0,0,3,0,1,0.863,,,,,,,,,,,,,,,,,17.517,0.032,17.532,0.12,17.389,0.032,17.514,0.117,60.0,
533.1,287831421,114.49039,-69.626824,34,41,b'073757.69-693736.5',57030.4746,0,0,4,0,1,0.702,,,,,,,,,18.337,0.041,18.439,0.172,17.789,0.031,18.065,0.153,17.607,0.023,17.568,0.168,17.359,0.024,17.382,0.113,60.0,
533.84,287832302,113.736314,-69.492677,13,36,b'073456.71-692933.6',57030.4748,0,0,1,0,1,0.448,,,,,,,,,,,,,,,,,18.738,0.04,18.566,0.224,,,,,60.0,
534.8,287831374,114.447029,-69.648359,19,36,b'073747.29-693854.1',57033.2158,2,0,11,1,1,0.984,16.491,0.014,16.594,0.124,16.135,0.031,16.054,0.07,15.01,0.003,15.033,0.013,14.656,0.006,14.652,0.034,14.376,0.014,14.391,0.071,14.31,0.004,14.356,0.06,11.3,287831373.0
535.11,287832407,113.715195,-69.513245,39,81,b'073451.62-693047.5',57032.4853,0,0,6,0,1,0.942,,,,,,,,,18.794,0.066,18.648,0.212,17.999,0.026,18.077,0.132,17.258,0.042,17.372,0.334,17.085,0.025,17.047,0.086,60.0,
537.37,287832335,113.717251,-69.593273,13,36,b'073452.14-693535.7',57030.4751,0,0,1,0,1,0.387,,,,,,,,,,,,,,,,,,,,,18.266,0.052,18.449,0.38,60.0,
537.61,287832305,113.807151,-69.451489,113,117,b'073513.66-692705.6',57036.5059,0,0,4,0,1,0.925,17.207,0.056,18.204,0.154,,,,,,,,,15.615,0.009,15.516,0.045,15.321,0.003,15.241,0.039,15.312,0.008,15.302,0.041,10.2,287832304.0
537.78,287832297,113.769078,-69.468885,28,94,b'073504.57-692807.9',57036.5063,0,0,3,0,1,0.861,,,,,,,,,,,,,16.01,0.007,15.922,0.064,15.697,0.005,15.866,0.076,15.54,0.003,15.508,0.053,60.0,
538.54,287831801,114.123021,-69.400737,27,36,b'073629.50-692402.6',57032.4849,3,0,9,1,1,0.984,18.025,0.017,18.195,0.307,17.738,0.028,17.697,0.193,16.253,0.006,16.301,0.033,15.744,0.04,15.803,0.084,15.422,0.017,15.409,0.107,15.357,0.003,15.415,0.04,8.5,287831800.0
539.8,287831292,114.545105,-69.584399,61,91,b'073810.82-693503.7',57030.4748,0,0,3,0,1,0.874,,,,,,,,,,,,,18.095,0.038,18.262,0.118,17.649,0.006,17.715,0.122,17.513,0.011,17.698,0.098,13.0,287831293.0
540.03,287831834,113.968409,-69.410974,13,36,b'073552.41-692439.5',57030.4751,0,0,1,0,1,0.512,,,,,,,,,,,,,,,,,,,,,18.418,0.073,18.788,0.317,12.8,287831835.0
540.28,287831308,114.555926,-69.557779,45,51,b'073813.42-693327.9',57030.475,0,0,2,0,1,0.538,,,,,,,,,,,,,,,,,18.43,0.037,18.307,0.191,18.248,0.067,18.554,0.245,60.0,
540.36,287832113,113.881356,-69.673682,85,41,b'073531.53-694025.2',57030.4748,0,0,3,0,1,0.634,,,,,,,,,,,,,18.43,0.065,18.433,0.158,17.879,0.014,17.92,0.161,17.628,0.029,17.619,0.172,60.0,
541.14,287831402,114.420862,-69.660307,13,36,b'073741.00-693937.1',57030.4751,0,0,1,0,1,0.476,,,,,,,,,,,,,,,,,,,,,18.647,0.037,18.851,0.33,60.0,
541.73,287832355,113.701637,-69.574847,13,36,b'073448.39-693429.4',57030.4751,0,0,1,0,1,0.51,,,,,,,,,,,,,,,,,,,,,18.382,0.052,18.426,0.26,60.0,
543.23,287832306,113.790714,-69.455887,229,53,b'073509.77-692721.2',57036.5063,2,0,3,0,1,0.471,,,,,,,,,,,,,17.126,0.03,17.668,0.203,16.909,0.018,16.736,0.132,16.777,0.045,16.895,0.152,60.0,
543.49,287831293,114.545625,-69.588006,39,36,b'073810.95-693516.8',57030.4746,0,0,4,0,1,0.953,,,,,,,,,17.938,0.009,17.939,0.127,17.525,0.022,17.714,0.11,17.155,0.014,17.232,0.085,17.094,0.014,17.175,0.097,13.0,287831292.0
543.99,287831805,114.097055,-69.399578,29,36,b'073623.28-692358.5',57032.887,2,0,10,1,1,0.987,16.784,0.014,16.811,0.087,16.539,0.007,16.547,0.248,15.182,0.004,15.193,0.015,14.757,0.028,14.779,0.011,14.4,0.014,14.419,0.067,14.307,0.006,14.32,0.064,60.0,
544.59,287831556,114.541364,-69.50713,253,36,b'073809.94-693025.6',57030.4747,0,0,2,0,1,0.584,,,,,,,,,18.646,0.032,18.684,0.21,,,,,,,,,17.819,0.016,17.911,0.176,14.9,287831523.0
544.74,287831312,114.551061,-69.520381,83,40,b'073812.25-693113.3',57030.475,0,0,2,0,1,0.691,,,,,,,,,,,,,,,,,18.003,0.032,18.114,0.222,17.812,0.041,18.167,0.236,60.0,
544.86,287831789,114.173384,-69.399859,39,36,b'073641.56-692359.4',57033.4901,0,0,10,1,1,0.983,17.206,0.082,17.975,0.138,16.883,0.011,17.477,0.71,15.708,0.007,15.754,0.022,15.353,0.014,15.374,0.016,15.044,0.04,15.129,0.069,14.961,0.008,15.005,0.06,60.0,
544.9,287831290,114.53936,-69.597033,27,36,b'073809.46-693549.3',57033.2158,0,0,11,1,1,0.998,15.497,0.026,15.42,0.028,15.047,0.02,15.007,0.033,13.139,0.003,13.151,0.004,12.575,0.014,12.562,0.024,12.152,0.004,12.139,0.048,12.001,0.002,11.997,0.049,60.0,
544.99,287831418,114.512211,-69.619947,41,36,b'073802.93-693711.8',57032.7363,0,0,8,0,1,0.978,18.063,0.034,17.893,0.184,,,,,16.922,0.01,16.875,0.06,16.655,0.019,16.703,0.048,16.372,0.008,16.446,0.043,16.284,0.01,16.301,0.051,60.0,
545.42,287831403,114.413141,-69.664346,28,80,b'073739.13-693951.6',57033.0597,0,0,7,0,1,0.976,,,,,,,,,17.432,0.027,17.617,0.092,16.945,0.023,17.073,0.139,16.508,0.008,16.591,0.062,16.374,0.012,16.512,0.1,60.0,
545.86,287831373,114.454746,-69.649955,119,119,b'073749.15-693859.8',57032.4855,1,0,3,0,1,0.976,,,,,,,,,,,,,,,,,17.428,0.034,17.683,0.13,16.834,0.04,16.937,0.079,11.3,287831374.0
546.62,287831638,114.326271,-69.415533,52,36,b'073718.29-692455.9',57030.4746,0,0,4,0,1,0.974,,,,,,,,,17.803,0.02,17.815,0.122,17.18,0.013,17.271,0.087,16.715,0.017,16.875,0.064,16.547,0.006,16.596,0.064,9.7,287831639.0
547.22,287831984,113.989415,-69.694603,143,103,b'073557.46-694140.5',57030.475,0,0,2,0,1,0.522,,,,,,,,,,,,,,,,,18.511,0.032,18.744,0.28,18.195,0.087,18.909,0.39,60.0,
